Timestamp,Battery_Percentage
2024-07-31 07:53:04,100%
2024-07-31 07:53:34,100%
2024-07-31 07:54:04,100%
2024-07-31 07:54:34,100%
2024-07-31 07:55:04,100%
2024-07-31 07:55:35,100%
2024-07-31 07:56:04,100%
2024-07-31 07:56:35,100%
2024-07-31 07:57:04,100%
2024-07-31 07:57:35,100%
2024-07-31 07:58:04,100%
2024-07-31 07:58:35,100%
2024-07-31 07:59:04,100%
2024-07-31 07:59:35,100%
2024-07-31 08:00:04,100%
2024-07-31 08:00:35,100%
2024-07-31 08:01:04,100%
2024-07-31 08:01:35,100%
2024-07-31 08:02:04,100%
2024-07-31 08:02:35,100%
2024-07-31 08:03:04,100%
2024-07-31 08:03:35,100%
2024-07-31 08:04:04,100%
2024-07-31 08:04:35,100%
2024-07-31 08:05:04,100%
2024-07-31 08:05:35,100%
2024-07-31 08:06:04,100%
2024-07-31 08:06:35,98%
2024-07-31 08:07:04,98%
2024-07-31 08:07:36,98%
2024-07-31 08:08:04,98%
2024-07-31 08:08:36,95%
2024-07-31 08:09:05,95%
2024-07-31 08:09:36,95%
2024-07-31 08:10:05,95%
2024-07-31 08:10:37,92%
2024-07-31 08:11:05,92%
2024-07-31 08:11:37,92%
2024-07-31 08:12:05,92%
2024-07-31 08:12:37,89%
2024-07-31 08:13:05,89%
2024-07-31 08:13:37,89%
2024-07-31 08:14:06,89%
2024-07-31 08:14:37,87%
2024-07-31 08:15:06,87%
2024-07-31 08:15:37,87%
2024-07-31 08:16:06,87%
2024-07-31 08:16:37,84%
2024-07-31 08:17:06,84%
2024-07-31 08:17:38,84%
2024-07-31 08:18:06,84%
2024-07-31 08:18:38,82%
2024-07-31 08:19:06,82%
2024-07-31 08:19:38,82%
2024-07-31 08:20:06,82%
2024-07-31 08:20:38,79%
2024-07-31 08:21:07,79%
2024-07-31 08:21:38,79%
2024-07-31 08:22:07,79%
2024-07-31 08:22:38,76%
2024-07-31 08:23:07,76%
2024-07-31 08:23:38,76%
2024-07-31 08:24:07,76%
2024-07-31 08:24:38,74%
2024-07-31 08:25:07,74%
2024-07-31 08:25:39,74%
2024-07-31 08:26:07,74%
2024-07-31 08:26:39,71%
2024-07-31 08:27:07,71%
2024-07-31 08:27:39,71%
2024-07-31 08:28:07,71%
2024-07-31 08:28:39,70%
2024-07-31 08:29:07,70%
2024-07-31 08:29:39,70%
2024-07-31 08:30:08,70%
2024-07-31 08:30:39,67%
2024-07-31 08:31:08,67%
2024-07-31 08:31:40,67%
2024-07-31 08:32:08,67%
2024-07-31 08:32:40,65%
2024-07-31 08:33:08,65%
2024-07-31 08:33:40,65%
2024-07-31 08:34:08,65%
2024-07-31 08:34:40,62%
2024-07-31 08:35:08,62%
2024-07-31 08:35:40,62%
2024-07-31 08:36:08,62%
2024-07-31 08:36:40,59%
2024-07-31 08:37:09,59%
2024-07-31 08:37:40,59%
2024-07-31 08:38:09,59%
2024-07-31 08:38:40,57%
2024-07-31 08:39:09,57%
2024-07-31 08:39:41,57%
2024-07-31 08:40:09,57%
2024-07-31 08:40:41,55%
2024-07-31 08:41:09,55%
2024-07-31 08:41:41,55%
2024-07-31 08:42:09,55%
2024-07-31 08:42:41,54%
2024-07-31 08:43:09,54%
2024-07-31 08:43:41,54%
2024-07-31 08:44:09,54%
2024-07-31 08:44:41,52%
2024-07-31 08:45:09,52%
2024-07-31 08:45:41,52%
2024-07-31 08:46:09,52%
2024-07-31 08:46:41,49%
2024-07-31 08:47:09,49%
2024-07-31 08:47:41,49%
2024-07-31 08:48:09,49%
2024-07-31 08:48:41,47%
2024-07-31 08:49:09,47%
2024-07-31 08:49:41,47%
2024-07-31 08:50:09,47%
2024-07-31 08:50:41,45%
2024-07-31 08:51:09,45%
2024-07-31 08:51:41,45%
2024-07-31 08:52:10,45%
2024-07-31 08:52:41,43%
2024-07-31 08:53:10,43%
2024-07-31 08:53:41,43%
2024-07-31 08:54:10,43%
2024-07-31 08:54:42,40%
2024-07-31 08:55:10,40%
2024-07-31 08:55:42,40%
2024-07-31 08:56:10,40%
2024-07-31 08:56:42,37%
2024-07-31 08:57:10,37%
2024-07-31 08:57:42,37%
2024-07-31 08:58:10,37%
2024-07-31 08:58:42,33%
2024-07-31 08:59:11,33%
2024-07-31 08:59:42,33%
2024-07-31 09:00:11,33%
2024-07-31 09:00:42,30%
2024-07-31 09:01:11,30%
2024-07-31 09:01:42,30%
2024-07-31 09:02:11,30%
2024-07-31 09:02:43,27%
2024-07-31 09:03:11,27%
2024-07-31 09:03:43,27%
2024-07-31 09:04:11,27%
2024-07-31 09:04:43,24%
2024-07-31 09:05:12,24%
2024-07-31 09:05:43,24%
2024-07-31 09:06:12,24%
2024-07-31 09:06:43,23%
2024-07-31 09:07:12,23%
2024-07-31 09:07:43,23%
2024-07-31 09:08:12,23%
2024-07-31 09:08:43,21%
2024-07-31 09:09:12,21%
2024-07-31 09:09:43,21%
2024-07-31 09:10:12,21%
2024-07-31 09:10:43,20%
2024-07-31 09:11:12,20%
2024-07-31 09:11:43,20%
2024-07-31 09:12:12,19%
2024-07-31 09:12:43,19%
2024-07-31 09:13:12,19%
2024-07-31 09:13:44,19%
2024-07-31 09:14:12,18%
2024-07-31 09:14:44,18%
2024-07-31 09:15:12,18%
2024-07-31 09:15:44,18%
2024-07-31 09:16:12,18%
2024-07-31 09:16:44,17%
2024-07-31 09:17:12,17%
2024-07-31 09:17:44,17%
2024-07-31 09:18:12,17%
2024-07-31 09:18:44,16%
2024-07-31 09:19:12,16%
2024-07-31 09:19:44,16%
2024-07-31 09:20:12,16%
2024-07-31 09:20:44,15%
2024-07-31 09:21:12,15%
2024-07-31 09:21:44,15%
2024-07-31 09:22:13,15%
2024-07-31 09:22:44,15%
2024-07-31 09:23:13,14%
2024-07-31 09:23:44,14%
2024-07-31 09:24:13,14%
2024-07-31 09:24:44,14%
2024-07-31 09:25:13,13%
2024-07-31 09:25:44,13%
2024-07-31 09:26:13,13%
2024-07-31 09:26:44,13%
2024-07-31 09:27:13,12%
2024-07-31 09:27:44,12%
2024-07-31 09:28:13,12%
2024-07-31 09:28:44,12%
2024-07-31 09:29:13,11%
2024-07-31 09:29:44,11%
2024-07-31 09:30:13,11%
2024-07-31 09:30:44,11%
2024-07-31 09:31:13,11%
2024-07-31 09:31:44,10%
2024-07-31 09:32:13,10%
2024-07-31 09:32:45,10%
2024-07-31 09:33:13,10%
2024-07-31 09:33:45,9%
2024-07-31 09:34:13,9%
2024-07-31 09:34:45,6%
2024-07-31 09:35:13,6%
2024-07-31 09:35:45,6%
2024-07-31 09:36:14,6%
2024-07-31 09:36:45,6%
2024-07-31 09:37:14,6%
2024-07-31 09:37:46,6%
2024-07-31 09:38:14,6%
2024-07-31 09:38:46,6%
2024-07-31 09:39:14,7%
2024-07-31 09:39:46,7%
2024-07-31 09:40:14,7%
2024-07-31 09:40:46,7%
2024-07-31 09:41:14,8%
2024-07-31 09:41:46,8%
2024-07-31 09:42:15,8%
2024-07-31 09:42:46,8%
2024-07-31 09:43:15,10%
2024-07-31 09:43:46,10%
2024-07-31 09:44:15,10%
2024-07-31 09:44:47,10%
2024-07-31 09:45:15,11%
2024-07-31 09:45:47,11%
2024-07-31 09:46:15,11%
2024-07-31 09:46:47,11%
2024-07-31 09:47:15,13%
2024-07-31 09:47:47,13%
2024-07-31 09:48:15,13%
2024-07-31 09:48:47,13%
2024-07-31 09:49:15,15%
2024-07-31 09:49:47,15%
2024-07-31 09:50:15,15%
2024-07-31 09:50:47,15%
2024-07-31 09:51:15,16%
2024-07-31 09:51:47,16%
2024-07-31 09:52:15,16%
2024-07-31 09:52:47,16%
2024-07-31 09:53:15,17%
2024-07-31 09:53:47,17%
2024-07-31 09:54:15,17%
2024-07-31 09:54:47,17%
2024-07-31 09:55:15,19%
2024-07-31 09:55:47,19%
2024-07-31 09:56:15,19%
2024-07-31 09:56:47,19%
2024-07-31 09:57:16,21%
2024-07-31 09:57:47,21%
2024-07-31 09:58:16,21%
2024-07-31 09:58:47,21%
2024-07-31 09:59:16,23%
2024-07-31 09:59:47,23%
2024-07-31 10:00:16,23%
2024-07-31 10:00:48,23%
2024-07-31 10:01:16,24%
2024-07-31 10:01:48,24%
2024-07-31 10:02:16,24%
2024-07-31 10:02:48,24%
2024-07-31 10:03:16,26%
2024-07-31 10:03:48,26%
2024-07-31 10:04:16,26%
2024-07-31 10:04:48,26%
2024-07-31 10:05:16,28%
2024-07-31 10:05:48,28%
2024-07-31 10:06:16,28%
2024-07-31 10:06:48,28%
2024-07-31 10:07:16,30%
2024-07-31 10:07:48,30%
2024-07-31 10:08:16,30%
2024-07-31 10:08:48,30%
2024-07-31 10:09:16,31%
2024-07-31 10:09:48,31%
2024-07-31 10:10:16,31%
2024-07-31 10:10:48,31%
2024-07-31 10:11:16,33%
2024-07-31 10:11:48,33%
2024-07-31 10:12:16,33%
2024-07-31 10:12:48,33%
2024-07-31 10:13:16,35%
2024-07-31 10:13:48,35%
2024-07-31 10:14:16,35%
2024-07-31 10:14:48,35%
2024-07-31 10:15:17,36%
2024-07-31 10:15:49,36%
2024-07-31 10:16:17,36%
2024-07-31 10:16:49,36%
2024-07-31 10:17:17,37%
2024-07-31 10:17:49,37%
2024-07-31 10:18:17,37%
2024-07-31 10:18:49,37%
2024-07-31 10:19:17,39%
2024-07-31 10:19:49,39%
2024-07-31 10:20:17,39%
2024-07-31 10:20:49,39%
2024-07-31 10:21:17,40%
2024-07-31 10:21:49,40%
2024-07-31 10:22:17,40%
2024-07-31 10:22:49,40%
2024-07-31 10:23:17,42%
2024-07-31 10:23:49,42%
2024-07-31 10:24:17,42%
2024-07-31 10:24:49,42%
2024-07-31 10:25:17,43%
2024-07-31 10:25:49,43%
2024-07-31 10:26:17,43%
2024-07-31 10:26:49,43%
2024-07-31 10:27:17,45%
2024-07-31 10:27:49,45%
2024-07-31 10:28:17,45%
2024-07-31 10:28:49,45%
2024-07-31 10:29:17,47%
2024-07-31 10:29:49,47%
2024-07-31 10:30:17,47%
2024-07-31 10:30:49,47%
2024-07-31 10:31:17,49%
2024-07-31 10:31:49,49%
2024-07-31 10:32:18,49%
2024-07-31 10:32:50,49%
2024-07-31 10:33:18,50%
2024-07-31 10:33:50,50%
2024-07-31 10:34:18,50%
2024-07-31 10:34:50,50%
2024-07-31 10:35:18,52%
2024-07-31 10:35:50,52%
2024-07-31 10:36:18,52%
2024-07-31 10:36:50,52%
2024-07-31 10:37:18,54%
2024-07-31 10:37:50,54%
2024-07-31 10:38:18,54%
2024-07-31 10:38:50,54%
2024-07-31 10:39:18,56%
2024-07-31 10:39:50,56%
2024-07-31 10:40:18,56%
2024-07-31 10:40:50,56%
2024-07-31 10:41:18,58%
2024-07-31 10:41:50,58%
2024-07-31 10:42:18,58%
2024-07-31 10:42:50,58%
2024-07-31 10:43:18,59%
2024-07-31 10:43:50,59%
2024-07-31 10:44:18,59%
2024-07-31 10:44:50,59%
2024-07-31 10:45:18,61%
2024-07-31 10:45:50,61%
2024-07-31 10:46:18,61%
2024-07-31 10:46:50,61%
2024-07-31 10:47:18,63%
2024-07-31 10:47:50,63%
2024-07-31 10:48:18,63%
2024-07-31 10:48:50,63%
2024-07-31 10:49:18,65%
2024-07-31 10:49:50,65%
2024-07-31 10:50:18,65%
2024-07-31 10:50:50,65%
2024-07-31 10:51:18,66%
2024-07-31 10:51:51,66%
2024-07-31 10:52:19,66%
2024-07-31 10:52:51,66%
2024-07-31 10:53:19,67%
2024-07-31 10:53:51,67%
2024-07-31 10:54:19,67%
2024-07-31 10:54:51,67%
2024-07-31 10:55:19,69%
2024-07-31 10:55:51,69%
2024-07-31 10:56:19,69%
2024-07-31 10:56:51,69%
2024-07-31 10:57:19,70%
2024-07-31 10:57:51,70%
2024-07-31 10:58:19,70%
2024-07-31 10:58:51,70%
2024-07-31 10:59:19,72%
2024-07-31 10:59:51,72%
2024-07-31 11:00:19,72%
2024-07-31 11:00:51,72%
2024-07-31 11:01:19,74%
2024-07-31 11:01:51,74%
2024-07-31 11:02:19,74%
2024-07-31 11:02:51,74%
2024-07-31 11:03:19,75%
2024-07-31 11:03:51,75%
2024-07-31 11:04:19,75%
2024-07-31 11:04:51,75%
2024-07-31 11:05:19,77%
2024-07-31 11:05:51,77%
2024-07-31 11:06:19,77%
2024-07-31 11:06:51,77%
2024-07-31 11:07:19,79%
2024-07-31 11:07:51,79%
2024-07-31 11:08:20,79%
2024-07-31 11:08:52,79%
2024-07-31 11:09:20,81%
2024-07-31 11:09:52,81%
2024-07-31 11:10:20,81%
2024-07-31 11:10:52,81%
2024-07-31 11:11:20,82%
2024-07-31 11:11:52,82%
2024-07-31 11:12:20,82%
2024-07-31 11:12:52,82%
2024-07-31 11:13:20,84%
2024-07-31 11:13:52,84%
2024-07-31 11:14:20,84%
2024-07-31 11:14:52,84%
2024-07-31 11:15:20,85%
2024-07-31 11:15:52,85%
2024-07-31 11:16:20,85%
2024-07-31 11:16:52,85%
2024-07-31 11:17:20,87%
2024-07-31 11:17:52,87%
2024-07-31 11:18:20,87%
2024-07-31 11:18:52,87%
2024-07-31 11:19:20,88%
2024-07-31 11:19:53,88%
2024-07-31 11:20:20,88%
2024-07-31 11:20:53,88%
2024-07-31 11:21:21,89%
2024-07-31 11:21:53,89%
2024-07-31 11:22:21,89%
2024-07-31 11:22:53,89%
2024-07-31 11:23:21,90%
2024-07-31 11:23:53,90%
2024-07-31 11:24:21,90%
2024-07-31 11:24:53,90%
2024-07-31 11:25:21,91%
2024-07-31 11:25:53,91%
2024-07-31 11:26:21,91%
2024-07-31 11:26:53,91%
2024-07-31 11:27:21,92%
2024-07-31 11:27:53,92%
2024-07-31 11:28:21,92%
2024-07-31 11:28:53,92%
2024-07-31 11:29:21,93%
2024-07-31 11:29:53,93%
2024-07-31 11:30:21,93%
2024-07-31 11:30:53,93%
2024-07-31 11:31:21,93%
2024-07-31 11:31:53,93%
2024-07-31 11:32:21,93%
2024-07-31 11:32:53,93%
2024-07-31 11:33:21,94%
2024-07-31 11:33:53,94%
2024-07-31 11:34:21,94%
2024-07-31 11:34:53,94%
2024-07-31 11:35:21,95%
2024-07-31 11:35:53,95%
2024-07-31 11:36:21,95%
2024-07-31 11:36:54,95%
2024-07-31 11:37:21,96%
2024-07-31 11:37:54,96%
2024-07-31 11:38:21,96%
2024-07-31 11:38:54,96%
2024-07-31 11:39:21,96%
2024-07-31 11:39:54,96%
2024-07-31 11:40:22,96%
2024-07-31 11:40:54,96%
2024-07-31 11:41:22,97%
2024-07-31 11:41:54,97%
2024-07-31 11:42:22,97%
2024-07-31 11:42:54,97%
2024-07-31 11:43:22,97%
2024-07-31 11:43:54,97%
2024-07-31 11:44:22,97%
2024-07-31 11:44:54,97%
2024-07-31 11:45:22,98%
2024-07-31 11:45:54,98%
2024-07-31 11:46:22,98%
2024-07-31 11:46:54,98%
2024-07-31 11:47:22,98%
2024-07-31 11:47:54,98%
2024-07-31 11:48:22,98%
2024-07-31 11:48:54,98%
2024-07-31 11:49:22,99%
2024-07-31 11:49:54,99%
2024-07-31 11:50:22,99%
2024-07-31 11:50:54,99%
2024-07-31 11:51:22,99%
2024-07-31 11:51:54,99%
2024-07-31 11:52:22,99%
2024-07-31 11:52:54,99%
2024-07-31 11:53:22,99%
2024-07-31 11:53:55,99%
2024-07-31 11:54:22,99%
2024-07-31 11:54:55,99%
2024-07-31 11:55:22,100%
2024-07-31 11:55:55,100%
2024-07-31 11:56:22,100%
2024-07-31 11:56:55,100%
2024-07-31 11:57:22,100%
2024-07-31 11:57:55,100%
2024-07-31 11:58:22,100%
2024-07-31 11:58:55,100%
2024-07-31 11:59:22,100%
2024-07-31 11:59:55,100%
2024-07-31 12:00:23,100%
2024-07-31 12:00:55,100%
2024-07-31 12:01:23,100%
2024-07-31 12:01:55,100%
2024-07-31 12:02:23,100%
2024-07-31 12:02:55,100%
2024-07-31 12:03:23,100%
2024-07-31 12:03:55,100%
2024-07-31 12:04:23,100%
2024-07-31 12:04:55,100%
2024-07-31 12:05:23,100%
2024-07-31 12:05:55,100%
2024-07-31 12:06:23,100%
2024-07-31 12:06:55,100%
2024-07-31 12:07:23,100%
2024-07-31 12:07:55,100%
2024-07-31 12:08:23,100%
2024-07-31 12:08:55,100%
2024-07-31 12:09:23,100%
2024-07-31 12:09:55,100%
2024-07-31 12:10:23,100%
2024-07-31 12:10:55,100%
2024-07-31 12:11:23,100%
2024-07-31 12:11:55,100%
2024-07-31 12:12:23,100%
2024-07-31 12:12:55,100%
2024-07-31 12:13:23,100%
2024-07-31 12:13:56,100%
2024-07-31 12:14:23,100%
2024-07-31 12:14:56,100%
2024-07-31 12:15:23,100%
2024-07-31 12:15:56,100%
2024-07-31 12:16:23,100%
2024-07-31 12:16:56,100%
2024-07-31 12:17:23,100%
2024-07-31 12:17:56,100%
2024-07-31 12:18:23,100%
2024-07-31 12:18:56,100%
2024-07-31 12:19:23,100%
2024-07-31 12:19:56,100%
2024-07-31 12:20:24,100%
2024-07-31 12:20:56,100%
2024-07-31 12:21:24,100%
2024-07-31 12:21:56,100%
2024-07-31 12:22:24,100%
2024-07-31 12:22:56,100%
2024-07-31 12:23:24,100%
2024-07-31 12:23:56,100%
2024-07-31 12:24:24,100%
2024-07-31 12:24:56,100%
2024-07-31 12:25:24,100%
2024-07-31 12:25:56,100%
2024-07-31 12:26:24,100%
2024-07-31 12:26:56,100%
2024-07-31 12:27:24,100%
2024-07-31 12:27:56,100%
2024-07-31 12:28:24,100%
2024-07-31 12:28:56,100%
2024-07-31 12:29:24,100%
2024-07-31 12:29:56,100%
2024-07-31 12:30:24,100%
2024-07-31 12:30:56,100%
2024-07-31 12:31:24,100%
2024-07-31 12:31:56,100%
2024-07-31 12:32:24,100%
2024-07-31 12:32:57,100%
2024-07-31 12:33:24,100%
2024-07-31 12:33:57,100%
2024-07-31 12:34:24,100%
2024-07-31 12:34:57,100%
2024-07-31 12:35:24,100%
2024-07-31 12:35:57,100%
2024-07-31 12:36:24,100%
2024-07-31 12:36:57,100%
2024-07-31 12:37:24,100%
2024-07-31 12:37:57,100%
2024-07-31 12:38:24,100%
2024-07-31 12:38:57,100%
2024-07-31 12:39:24,100%
2024-07-31 12:39:57,100%
2024-07-31 12:40:25,100%
2024-07-31 12:40:57,100%
2024-07-31 12:41:25,100%
2024-07-31 12:41:57,100%
2024-07-31 12:42:25,100%
2024-07-31 12:42:57,100%
2024-07-31 12:43:25,100%
2024-07-31 12:43:57,100%
2024-07-31 12:44:25,100%
2024-07-31 12:44:57,100%
2024-07-31 12:45:25,100%
2024-07-31 12:45:57,100%
2024-07-31 12:46:25,100%
2024-07-31 12:46:57,100%
2024-07-31 12:47:25,100%
2024-07-31 12:47:57,100%
2024-07-31 12:48:25,100%
2024-07-31 12:48:57,100%
2024-07-31 12:49:25,100%
2024-07-31 12:49:57,100%
2024-07-31 12:50:25,100%
2024-07-31 12:50:57,100%
2024-07-31 12:51:25,100%
2024-07-31 12:51:58,100%
2024-07-31 12:52:25,100%
2024-07-31 12:52:58,100%
2024-07-31 12:53:25,100%
2024-07-31 12:53:58,100%
2024-07-31 12:54:25,100%
2024-07-31 12:54:58,100%
2024-07-31 12:55:25,100%
2024-07-31 12:55:58,100%
2024-07-31 12:56:25,100%
2024-07-31 12:56:58,100%
2024-07-31 12:57:25,100%
2024-07-31 12:57:58,100%
2024-07-31 12:58:25,100%
2024-07-31 12:58:58,100%
2024-07-31 12:59:25,100%
2024-07-31 12:59:58,100%
2024-07-31 13:00:26,100%
2024-07-31 13:00:58,100%
2024-07-31 13:01:26,100%
2024-07-31 13:01:58,100%
2024-07-31 13:02:26,100%
2024-07-31 13:02:58,100%
2024-07-31 13:03:26,100%
2024-07-31 13:03:58,100%
2024-07-31 13:04:26,100%
2024-07-31 13:04:58,100%
2024-07-31 13:05:26,100%
2024-07-31 13:05:58,100%
2024-07-31 13:06:26,100%
2024-07-31 13:06:58,100%
2024-07-31 13:07:26,100%
2024-07-31 13:07:58,100%
2024-07-31 13:08:26,100%
2024-07-31 13:08:59,100%
2024-07-31 13:09:27,100%
2024-07-31 13:09:59,100%
2024-07-31 13:10:27,100%
2024-07-31 13:10:59,100%
2024-07-31 13:11:28,100%
2024-07-31 13:11:59,100%
2024-07-31 13:12:28,100%
2024-07-31 13:12:59,100%
2024-07-31 13:13:28,100%
2024-07-31 13:13:59,100%
2024-07-31 13:14:28,100%
2024-07-31 13:15:00,100%
2024-07-31 13:15:29,100%
2024-07-31 13:16:00,100%
2024-07-31 13:16:29,100%
2024-07-31 13:17:00,100%
2024-07-31 13:17:29,100%
2024-07-31 13:18:00,100%
2024-07-31 13:18:29,100%
2024-07-31 13:19:00,100%
2024-07-31 13:19:29,100%
2024-07-31 13:20:01,100%
2024-07-31 13:20:30,100%
2024-07-31 13:21:01,100%
2024-07-31 13:21:30,100%
2024-07-31 13:22:01,100%
2024-07-31 13:22:30,100%
2024-07-31 13:23:01,100%
2024-07-31 13:23:30,100%
2024-07-31 13:24:01,100%
2024-07-31 13:24:30,100%
2024-07-31 13:25:01,100%
2024-07-31 13:25:30,100%
2024-07-31 13:26:01,100%
2024-07-31 13:26:30,100%
2024-07-31 13:27:02,100%
2024-07-31 13:27:31,100%
2024-07-31 13:28:02,100%
2024-07-31 13:28:31,100%
2024-07-31 13:29:02,100%
2024-07-31 13:29:31,100%
2024-07-31 13:30:02,100%
2024-07-31 13:30:31,100%
2024-07-31 13:31:02,100%
2024-07-31 13:31:31,100%
2024-07-31 13:32:02,100%
2024-07-31 13:32:31,100%
2024-07-31 13:33:02,100%
2024-07-31 13:33:32,100%
2024-07-31 13:34:02,100%
2024-07-31 13:34:32,100%
2024-07-31 13:35:02,100%
2024-07-31 13:35:32,100%
2024-07-31 13:36:02,100%
2024-07-31 13:36:32,100%
2024-07-31 13:37:03,100%
2024-07-31 13:37:32,100%
2024-07-31 13:38:03,100%
2024-07-31 13:38:32,100%
2024-07-31 13:39:03,100%
2024-07-31 13:39:32,100%
2024-07-31 13:40:03,100%
2024-07-31 13:40:32,100%
2024-07-31 13:41:03,100%
2024-07-31 13:41:32,100%
2024-07-31 13:42:03,100%
2024-07-31 13:42:32,100%
2024-07-31 13:43:03,100%
2024-07-31 13:43:32,100%
2024-07-31 13:44:03,100%
2024-07-31 13:44:32,100%
2024-07-31 13:45:03,100%
2024-07-31 13:45:32,100%
2024-07-31 13:46:03,100%
2024-07-31 13:46:32,100%
2024-07-31 13:47:03,100%
2024-07-31 13:47:32,100%
2024-07-31 13:48:03,100%
2024-07-31 13:48:32,100%
2024-07-31 13:49:03,100%
2024-07-31 13:49:32,100%
2024-07-31 13:50:03,100%
2024-07-31 13:50:32,100%
2024-07-31 13:51:03,100%
2024-07-31 13:51:33,100%
2024-07-31 13:52:03,100%
2024-07-31 13:52:33,100%
2024-07-31 13:53:03,100%
2024-07-31 13:53:33,100%
2024-07-31 13:54:03,100%
2024-07-31 13:54:33,100%
2024-07-31 13:55:03,100%
2024-07-31 13:55:33,100%
2024-07-31 13:56:04,100%
2024-07-31 13:56:33,100%
2024-07-31 13:57:04,100%
2024-07-31 13:57:33,100%
2024-07-31 13:58:04,100%
2024-07-31 13:58:33,100%
2024-07-31 13:59:04,100%
2024-07-31 13:59:33,100%
2024-07-31 14:00:04,100%
2024-07-31 14:00:33,100%
2024-07-31 14:01:04,100%
2024-07-31 14:01:33,100%
2024-07-31 14:02:04,100%
2024-07-31 14:02:33,100%
2024-07-31 14:03:04,100%
2024-07-31 14:03:33,100%
2024-07-31 14:04:04,100%
2024-07-31 14:04:33,100%
2024-07-31 14:05:04,100%
2024-07-31 14:05:33,100%
2024-07-31 14:06:04,100%
2024-07-31 14:06:33,100%
2024-07-31 14:07:04,100%
2024-07-31 14:07:33,100%
2024-07-31 14:08:04,100%
2024-07-31 14:08:33,100%
2024-07-31 14:09:04,100%
2024-07-31 14:09:33,100%
2024-07-31 14:10:04,100%
2024-07-31 14:10:33,100%
2024-07-31 14:11:04,100%
2024-07-31 14:11:34,100%
2024-07-31 14:12:04,100%
2024-07-31 14:12:34,100%
2024-07-31 14:13:04,100%
2024-07-31 14:13:34,100%
2024-07-31 14:14:04,100%
2024-07-31 14:14:34,100%
2024-07-31 14:15:05,100%
2024-07-31 14:15:34,100%
2024-07-31 14:16:05,100%
2024-07-31 14:16:34,100%
2024-07-31 14:17:05,100%
2024-07-31 14:17:34,100%
2024-07-31 14:18:05,100%
2024-07-31 14:18:34,100%
2024-07-31 14:19:05,100%
2024-07-31 14:19:34,100%
2024-07-31 14:20:05,100%
2024-07-31 14:20:34,100%
2024-07-31 14:21:05,100%
2024-07-31 14:21:34,100%
2024-07-31 14:22:05,100%
2024-07-31 14:22:34,100%
2024-07-31 14:23:05,100%
2024-07-31 14:23:34,100%
2024-07-31 14:24:05,100%
2024-07-31 14:24:34,100%
2024-07-31 14:25:05,100%
2024-07-31 14:25:34,100%
2024-07-31 14:26:05,100%
2024-07-31 14:26:35,100%
2024-07-31 14:27:05,100%
2024-07-31 14:27:35,100%
2024-07-31 14:28:05,100%
2024-07-31 14:28:35,100%
2024-07-31 14:29:05,100%
2024-07-31 14:29:35,100%
2024-07-31 14:30:05,100%
2024-07-31 14:30:35,100%
2024-07-31 14:31:05,100%
2024-07-31 14:31:35,100%
2024-07-31 14:32:05,100%
2024-07-31 14:32:35,100%
2024-07-31 14:33:05,100%
2024-07-31 14:33:35,100%
2024-07-31 14:34:06,100%
2024-07-31 14:34:35,100%
2024-07-31 14:35:06,100%
2024-07-31 14:35:35,100%
2024-07-31 14:36:06,100%
2024-07-31 14:36:35,100%
2024-07-31 14:37:06,100%
2024-07-31 14:37:35,100%
2024-07-31 14:38:06,100%
2024-07-31 14:38:35,100%
2024-07-31 14:39:06,100%
2024-07-31 14:39:35,100%
2024-07-31 14:40:06,100%
2024-07-31 14:40:35,100%
2024-07-31 14:41:06,100%
2024-07-31 14:41:35,100%
2024-07-31 14:42:06,100%
2024-07-31 14:42:36,100%
2024-07-31 14:43:06,100%
2024-07-31 14:43:36,100%
2024-07-31 14:44:06,100%
2024-07-31 14:44:36,100%
2024-07-31 14:45:06,100%
2024-07-31 14:45:36,100%
2024-07-31 14:46:06,100%
2024-07-31 14:46:36,100%
2024-07-31 14:47:07,100%
2024-07-31 14:47:36,100%
2024-07-31 14:48:07,100%
2024-07-31 14:48:36,100%
2024-07-31 14:49:07,100%
2024-07-31 14:49:37,100%
2024-07-31 14:50:07,100%
2024-07-31 14:50:37,100%
2024-07-31 14:51:07,100%
2024-07-31 14:51:37,100%
2024-07-31 14:52:07,100%
2024-07-31 14:52:37,100%
2024-07-31 14:53:08,100%
2024-07-31 14:53:37,100%
2024-07-31 14:54:08,100%
2024-07-31 14:54:37,100%
2024-07-31 14:55:08,100%
2024-07-31 14:55:37,100%
2024-07-31 14:56:08,100%
2024-07-31 14:56:37,100%
2024-07-31 14:57:09,100%
2024-07-31 14:57:38,100%
2024-07-31 14:58:09,100%
2024-07-31 14:58:38,100%
2024-07-31 14:59:09,100%
2024-07-31 14:59:38,100%
2024-07-31 15:00:09,100%
2024-07-31 15:00:38,100%
2024-07-31 15:01:09,100%
2024-07-31 15:01:38,100%
2024-07-31 15:02:09,100%
2024-07-31 15:02:38,100%
2024-07-31 15:03:10,100%
2024-07-31 15:03:39,100%
2024-07-31 15:04:10,100%
2024-07-31 15:04:39,100%
2024-07-31 15:05:10,100%
2024-07-31 15:05:39,100%
2024-07-31 15:06:10,100%
2024-07-31 15:06:39,100%
2024-07-31 15:07:10,100%
2024-07-31 15:07:39,100%
2024-07-31 15:08:10,100%
2024-07-31 15:08:39,100%
2024-07-31 15:09:10,100%
2024-07-31 15:09:39,100%
2024-07-31 15:10:10,100%
